uf,municipio,ibge,bairro,cep_inicio,cep_fim,qtd_ceps
RJ,Japeri,3302270,Mactube,26440-280,26440-280,1
RJ,Japeri,3302270,Madeira,26483-180,26483-180,1
RJ,Japeri,3302270,Mantiqueira,26455-330,26460-000,4
RJ,Japeri,3302270,Maria José,26415-100,26415-230,15
RJ,Japeri,3302270,Nossa Senhora da Penha,26425-160,26425-160,1
RJ,Japeri,3302270,Nossa Senhora de Fátima,26443-040,26473-820,18
RJ,Japeri,3302270,Nova Belém,26430-330,26440-050,57
RJ,Japeri,3302270,Parque Amaro,26450-120,26453-000,2
RJ,Japeri,3302270,Parque dos Feirantes,26483-360,26483-360,1
RJ,Japeri,3302270,Parque Engenheiro Pedreira,26445-070,26455-080,13
RJ,Japeri,3302270,Parque Guandu,26410-010,26425-330,44
RJ,Japeri,3302270,Parque Itaguare,26455-020,26455-045,7
RJ,Japeri,3302270,Parque Luiz Gonzaga,26440-120,26465-320,15
RJ,Japeri,3302270,Parque Macaiba,26425-000,26425-000,1
RJ,Japeri,3302270,Parque Marabá,26413-210,26415-020,7
RJ,Japeri,3302270,Parque Mucaja,26413-500,26430-270,69
RJ,Japeri,3302270,Parque Professor João de Maria,26445-160,26460-210,4
RJ,Japeri,3302270,Parque Santo Antônio,26463-350,26493-110,62
RJ,Japeri,3302270,Parque São Bartolomeu,26473-630,26473-690,6
RJ,Japeri,3302270,Parque São Benedito,26440-310,26480-150,5
RJ,Japeri,3302270,Parque Sarandi,26410-120,26410-120,1
RJ,Japeri,3302270,Parque Triunfo,26495-110,26495-120,2
RJ,Japeri,3302270,Paz,26473-600,26473-600,1
RJ,Japeri,3302270,Pedra Lisa,26445-280,26450-380,12
RJ,Japeri,3302270,Planetário,26440-100,26453-140,13
RJ,Japeri,3302270,Queimados,26463-280,26490-290,18
RJ,Japeri,3302270,Recreio dos Jornalistas,26493-050,26493-050,8
RJ,Japeri,3302270,Redentor,26450-320,26450-320,1
RJ,Japeri,3302270,Rio DOuro,26440-320,26480-320,29
RJ,Japeri,3302270,Santa Inês,26450-200,26455-230,18
RJ,Japeri,3302270,Santa Sofia,26470-260,26495-370,4
RJ,Japeri,3302270,Santa Terezinha,26420-140,26425-290,25
RJ,Japeri,3302270,Santo Antônio,26460-330,26460-337,2
RJ,Japeri,3302270,São Bernardo,26410-000,26410-160,2
RJ,Japeri,3302270,São Bras,26440-260,26455-010,20
RJ,Japeri,3302270,São Jorge,26433-130,26475-045,27
RJ,Japeri,3302270,Teofilo Cunha,26443-210,26443-210,1
RJ,Japeri,3302270,Três Fontes,26490-260,26495-340,5
RJ,Japeri,3302270,Vila Bom Jardim,26460-110,26465-030,5
RJ,Japeri,3302270,Vila Carmelita,26455-340,26463-290,8
RJ,Japeri,3302270,Vila Central,26410-090,26433-120,36
RJ,Japeri,3302270,Vila Coqueiros,26450-400,26450-400,1
RJ,Japeri,3302270,Vila Japeri,26440-160,26440-300,12
RJ,Japeri,3302270,Vila Maricá,26490-210,26490-210,1
RJ,Japeri,3302270,Vila Maringá,26490-240,26490-270,3
RJ,Japeri,3302270,Vila Nossa Senhora da Conceição,26440-070,26470-000,3
RJ,Japeri,3302270,Vila Nossa Senhora do Rosário,26490-520,26490-520,4
RJ,Japeri,3302270,Vila Santa Amélia,26440-090,26480-120,15
RJ,Japeri,3302270,Vila Santa Helena,26443-270,26455-150,10
RJ,Japeri,3302270,Vila São Francisco,26473-420,26473-420,2
RJ,Japeri,3302270,Vila São João,26420-030,26420-030,1
RJ,Japeri,3302270,Vilar Grande,26453-380,26495-400,75
RJ,Japeri,3302270,Vitória,26495-140,26495-140,5
RJ,Laje do Muriaé,3302304,Centro,28350-959,28350-970,2
RJ,Macaé,3302403,Ajuda,27971-230,27971-973,8
RJ,Macaé,3302403,Ajuda de Baixo,27971-140,27973-560,119
RJ,Macaé,3302403,Ajuda de Cima,27971-200,27979-088,241
RJ,Macaé,3302403,Alto Cajueiros,27915-091,27915-970,26
RJ,Macaé,3302403,Área Rural de Macaé,27979-899,27979-899,1
RJ,Macaé,3302403,Aroeira,27945-000,27947-450,65
RJ,Macaé,3302403,Aroeiras,27945-160,27946-470,10
RJ,Macaé,3302403,Barra,27973-200,27975-390,23
RJ,Macaé,3302403,Barra de Macaé,27960-000,27975-290,356
RJ,Macaé,3302403,Barreto,27970-540,27971-540,6
RJ,Macaé,3302403,Bela Vista,27935-040,27936-520,17
RJ,Macaé,3302403,Botafogo,27946-130,27947-760,62
RJ,Macaé,3302403,Cabiúnas,27970-020,27977-645,92
RJ,Macaé,3302403,Cachoeiros,27990-970,27990-970,1
RJ,Macaé,3302403,Cajueiros,27915-000,27916-180,27
RJ,Macaé,3302403,Campo do Oeste,27935-500,27936-611,21
RJ,Macaé,3302403,Cancela Preta,27933-280,27937-770,13
RJ,Macaé,3302403,Carapebus,27960-190,27963-320,34
RJ,Macaé,3302403,Cavaleiros,27915-110,27930-710,27
RJ,Macaé,3302403,Centro,27910-000,27987-970,133
RJ,Macaé,3302403,Córrego do Ouro,27980-970,27980-970,1
RJ,Macaé,3302403,Costa do Sol,27923-240,27923-550,29
RJ,Macaé,3302403,Engenho da Praia,27959-860,27966-088,25
RJ,Macaé,3302403,Fronteira,27961-064,27973-440,57
RJ,Macaé,3302403,Glória,27920-600,27937-760,57
RJ,Macaé,3302403,Granja Cavaleiros,27930-110,27933-360,23
RJ,Macaé,3302403,Granja dos Cavaleiros,27930-000,27933-350,66
RJ,Macaé,3302403,Horto,27947-550,27947-570,13
RJ,Macaé,3302403,Imbetiba,27913-210,27915-250,30
RJ,Macaé,3302403,Imboassica,27925-523,27932-379,49
RJ,Macaé,3302403,Jardim Aeroporto,27950-540,27950-810,9
RJ,Macaé,3302403,Jardim Maringá,27935-030,27940-140,29
RJ,Macaé,3302403,Jardim Santo Antônio,27945-010,27945-790,20
RJ,Macaé,3302403,Jardim Vitória,27944-700,27944-783,42
RJ,Macaé,3302403,Lagoa,27925-000,27931-886,182
RJ,Macaé,3302403,Lagomar,27966-001,27967-076,434
RJ,Macaé,3302403,Malvinas,27946-113,27947-750,73
RJ,Macaé,3302403,Maringá,27936-060,27936-610,5
RJ,Macaé,3302403,Miramar,27936-410,27943-845,58
RJ,Macaé,3302403,Morro Santana,27945-620,27945-620,1
RJ,Macaé,3302403,Morro São Jorge,27945-130,27945-770,6
RJ,Macaé,3302403,Nova Aroeiras,27946-010,27946-070,7
RJ,Macaé,3302403,Nova Cidade,27949-000,27949-600,124
RJ,Macaé,3302403,Nova Holanda,27975-300,27975-530,8
RJ,Macaé,3302403,Nova Macaé,27945-460,27945-650,17
RJ,Macaé,3302403,Novo Cavaleiro,27930-090,27937-690,17
RJ,Macaé,3302403,Novo Horizonte,27935-070,27935-535,15
RJ,Macaé,3302403,Novo Visconde,27935-390,27943-050,24
RJ,Macaé,3302403,Paraíso,27945-270,27945-700,6
RJ,Macaé,3302403,Parque Aeroporto,27963-000,27970-350,477
RJ,Macaé,3302403,Parque Atlântico,27963-776,27971-345,17
RJ,Macaé,3302403,Parque Duque de Caxias,27937-070,27937-160,5
RJ,Macaé,3302403,Parque União,27963-070,27963-090,18
RJ,Macaé,3302403,Praia Campista,27920-320,27923-560,34
RJ,Macaé,3302403,Praia do Pecado,27920-010,27920-590,31
RJ,Macaé,3302403,Riviera Fluminense,27935-190,27937-970,85
RJ,Macaé,3302403,Sana,27995-970,27995-970,1
RJ,Macaé,3302403,Santa Mônica,27943-006,27943-771,9
RJ,Macaé,3302403,Santa Rosa Lagomar,27970-450,27970-510,5
RJ,Macaé,3302403,São José do Barreto,27965-000,27965-973,72
RJ,Macaé,3302403,São Marcos,27930-510,27930-660,11
RJ,Macaé,3302403,Sol e Mar,27940-010,27940-700,51
RJ,Macaé,3302403,Trapiche,27985-973,27985-973,1
RJ,Macaé,3302403,Vale Encantado,27930-135,27933-450,34
RJ,Macaé,3302403,Vilage Parque Aeroporto,27950-070,27950-455,3
RJ,Macaé,3302403,Virgem Santa,27946-790,27948-890,68
RJ,Macaé,3302403,Visconde de Araújo,27936-110,27943-810,81
RJ,Macaé,3302403,Vivenda Da Lagoa,27920-050,27920-340,2
RJ,Macuco,3302452,Centro,28545-959,28545-970,2
RJ,Magé,3302502,Andorinhas,25911-210,25911-264,19
RJ,Magé,3302502,Área Rural de Magé,25939-899,25939-899,1
RJ,Magé,3302502,Baía Branca,25928-030,25928-105,16
RJ,Magé,3302502,Barão do Iriri,25906-720,25906-890,35
RJ,Magé,3302502,Barbuda,25900-730,25900-871,48
RJ,Magé,3302502,Batatal,25911-100,25911-170,15
RJ,Magé,3302502,Bela Floresta,25903-460,25903-502,15
RJ,Magé,3302502,BNH,25900-520,25900-556,13
RJ,Magé,3302502,Boa Vista,25905-670,25905-720,11
RJ,Magé,3302502,Bongaba,25930-530,25930-610,9
RJ,Magé,3302502,Bosque Jambalaia,25903-110,25903-128,7
RJ,Magé,3302502,Britador,25914-120,25914-160,10
RJ,Magé,3302502,Cachoeira Grande,25916-520,25917-280,38
RJ,Magé,3302502,Campinho,25920-520,25920-630,23
RJ,Magé,3302502,Canal,25900-660,25900-725,15
RJ,Magé,3302502,Capela,25916-000,25916-080,12
RJ,Magé,3302502,Cascata,25914-000,25914-080,9
RJ,Magé,3302502,Cavado,25911-180,25911-201,8
RJ,Magé,3302502,Centro,25900-001,25933-810,144
RJ,Magé,3302502,Chácaras Grande Rio,25922-600,25922-712,29
RJ,Magé,3302502,Cidade do Cinema,25924-080,25924-232,13
RJ,Magé,3302502,Cidade Horácio,25931-210,25931-658,113
RJ,Magé,3302502,Citrolândia,25902-690,25902-835,42
RJ,Magé,3302502,Comendador Reis,25900-150,25900-201,18
RJ,Magé,3302502,Conceição,25918-000,25918-080,9
RJ,Magé,3302502,Cruzeiro,25905-530,25905-590,13
RJ,Magé,3302502,Fazenda Sobradinho,25932-000,25932-605,92
RJ,Magé,3302502,Figueira,25901-550,25901-641,14
RJ,Magé,3302502,Flexeiras,25900-210,25900-303,33
RJ,Magé,3302502,Fragoso,25935-450,25935-971,17
RJ,Magé,3302502,Gandé,25908-800,25908-832,16
RJ,Magé,3302502,Goya,25925-001,25925-285,16
RJ,Magé,3302502,Granja Santa Teresa,25937-240,25937-292,14
RJ,Magé,3302502,Ilha,25932-610,25932-675,14
RJ,Magé,3302502,Ipiranga,25927-000,25927-970,91
RJ,Magé,3302502,Iriri,25904-600,25904-725,16
RJ,Magé,3302502,Jardim Carlos Neto,25924-000,25924-015,6
RJ,Magé,3302502,Jardim da Paz,25926-630,25926-897,90
RJ,Magé,3302502,Jardim Esmeralda,25908-680,25908-734,19
RJ,Magé,3302502,Jardim Gandé,25914-210,25914-243,12
RJ,Magé,3302502,Jardim Nazareno,25936-000,25936-390,80
RJ,Magé,3302502,Jardim Nossa Senhora da Piedade,25901-090,25901-150,16
RJ,Magé,3302502,Jardim Prazeres,25907-560,25907-638,27
RJ,Magé,3302502,Jardim Riviera,25928-140,25928-188,13
RJ,Magé,3302502,Jardim Santo Antônio,25908-450,25908-609,55
RJ,Magé,3302502,Magemirim,25901-000,25901-028,8
RJ,Magé,3302502,Mara,25904-870,25904-876,3
RJ,Magé,3302502,Maria Conga,25901-210,25901-270,16
RJ,Magé,3302502,Maringá,25903-000,25903-040,11
RJ,Magé,3302502,Maurimárcia,25930-620,25930-780,33
RJ,Magé,3302502,Meia Noite,25938-000,25938-070,15
RJ,Magé,3302502,Mundo Novo,25903-530,25903-617,32
RJ,Magé,3302502,Nova Marília,25902-040,25902-400,93
RJ,Magé,3302502,Nova Orleans,25922-800,25922-892,24
RJ,Magé,3302502,Novo Horizonte,25937-000,25937-124,33
RJ,Magé,3302502,Paraíso,25938-180,25938-235,15
RJ,Magé,3302502,Paranhos,25937-460,25937-500,11
RJ,Magé,3302502,Parque Azul,25904-730,25904-770,11
RJ,Magé,3302502,Parque Boneville,25907-000,25907-144,37
RJ,Magé,3302502,Parque Caçula,25936-670,25936-810,29
RJ,Magé,3302502,Parque do Imperador,25903-640,25903-784,50
RJ,Magé,3302502,Parque Dom Pedro II,25910-310,25910-340,11
RJ,Magé,3302502,Parque dos Artistas,25919-240,25919-408,57
RJ,Magé,3302502,Parque dos Artistas II,25931-120,25931-200,21
RJ,Magé,3302502,Parque Estrela,25938-240,25938-360,25
RJ,Magé,3302502,Parque Itinga,25922-000,25922-048,7
RJ,Magé,3302502,Parque Maitá,25936-820,25936-890,15
RJ,Magé,3302502,Parque Monte Rose,25919-420,25919-495,27
RJ,Magé,3302502,Parque Recreio Dom Pedro II,25924-240,25924-730,52
RJ,Magé,3302502,Parque Samira,25904-240,25904-520,30
RJ,Magé,3302502,Parque Santa Rita,25906-000,25906-030,16
RJ,Magé,3302502,Parque Santana,25937-180,25937-228,13
RJ,Magé,3302502,Parque Sayonara,25935-001,25935-280,52
RJ,Magé,3302502,Parque Sayonara II,25932-680,25932-890,16
RJ,Magé,3302502,Parque Veneza,25930-790,25930-895,22
RJ,Magé,3302502,Pau Grande,25933-050,25933-280,36
RJ,Magé,3302502,Piabetá,25931-670,25931-970,62
RJ,Magé,3302502,Pico,25912-000,25912-057,21
RJ,Magé,3302502,Piedade,25905-860,25905-890,7
RJ,Magé,3302502,Poço Bento,25905-600,25905-660,7
RJ,Magé,3302502,Poço Escuro,25911-270,25911-315,16
RJ,Magé,3302502,Praia da Esperança,25926-520,25926-586,24
RJ,Magé,3302502,Praia de Olaria,25926-000,25926-350,33
RJ,Magé,3302502,Praia do Anil,25925-660,25925-890,37
RJ,Magé,3302502,Praia do Imperador,25926-360,25926-510,51
RJ,Magé,3302502,Saco,25901-650,25901-786,30
RJ,Magé,3302502,Sampaio,25936-510,25936-585,16
RJ,Magé,3302502,Santa Dalila,25921-000,25921-295,50
RJ,Magé,3302502,São Francisco do Cruará,25925-290,25925-500,44
RJ,Magé,3302502,São José da Cachoeira,25916-190,25916-310,41
RJ,Magé,3302502,São Lourenço,25925-510,25925-652,30
RJ,Magé,3302502,Vila Atlântica,25900-480,25900-492,7
RJ,Magé,3302502,Vila Carvalho,25935-510,25935-888,76
RJ,Magé,3302502,Vila Citrolândia,25910-000,25910-300,25
RJ,Magé,3302502,Vila da Liberdade,25900-590,25900-650,21
RJ,Magé,3302502,Vila Esperança,25901-160,25936-660,16
RJ,Magé,3302502,Vila Inca,25907-450,25907-546,15
RJ,Magé,3302502,Vila Nova,25901-330,25922-404,94
RJ,Magé,3302502,Vila Piabetá,25937-130,25937-174,12
RJ,Magé,3302502,Vila Recreio,25937-690,25937-890,21
RJ,Magé,3302502,Vila Serrana,25935-290,25935-442,39
RJ,Magé,3302502,Vila Velha,25912-140,25912-970,28
RJ,Magé,3302502,Vila Vitória,25900-400,25900-418,7
RJ,Mangaratiba,3302601,Centro,23860-959,23885-970,5
RJ,Mangaratiba,3302601,Vila Muriqui,23870-959,23870-970,2
RJ,Maricá,3302700,Araçatiba,24901-300,24902-230,116
RJ,Maricá,3302700,Área Rural de Maricá,24999-899,24999-899,1
RJ,Maricá,3302700,Balneário Bambuí,24920-005,24921-260,158
RJ,Maricá,3302700,Bananal,24925-300,24925-615,32
RJ,Maricá,3302700,Barra de Maricá,24915-400,24915-625,38
RJ,Maricá,3302700,Barroco,24936-000,24936-640,70
RJ,Maricá,3302700,Caju,24918-000,24918-500,5
RJ,Maricá,3302700,Cajueiros,24932-100,24932-860,74
RJ,Maricá,3302700,Calaboca,24944-000,24944-070,15
RJ,Maricá,3302700,Camburi,24911-300,24911-340,3
RJ,Maricá,3302700,Cassorotiba,24945-000,24945-000,1
RJ,Maricá,3302700,Caxito,24910-001,24910-540,53
RJ,Maricá,3302700,Centro,24900-001,24901-140,190
RJ,Maricá,3302700,Chácaras de Inoã,24940-000,24941-890,172
RJ,Maricá,3302700,Condado de Maricá,24905-000,24905-360,29
RJ,Maricá,3302700,Cordeirinho,24921-300,24921-838,106
RJ,Maricá,3302700,Espraiado,24928-000,24928-970,22
RJ,Maricá,3302700,Flamengo,24903-400,24904-295,89
RJ,Maricá,3302700,Guaratiba,24916-000,24916-970,75
RJ,Maricá,3302700,Inoã,24942-150,24943-880,140
RJ,Maricá,3302700,Itaocaia Valley,24938-400,24939-580,66
RJ,Maricá,3302700,Itapeba,24912-200,24913-670,193
RJ,Maricá,3302700,Jacaroá,24902-300,24903-185,126
RJ,Maricá,3302700,Jaconé,24923-500,24924-560,72
RJ,Maricá,3302700,Jardim Atlântico Central,24934-000,24934-630,132
RJ,Maricá,3302700,Jardim Atlântico Leste,24933-060,24933-890,178
RJ,Maricá,3302700,Jardim Atlântico Oeste,24935-000,24935-970,109
RJ,Maricá,3302700,Jardim Interlagos,24917-000,24917-670,126
RJ,Maricá,3302700,Lagarto,24907-000,24907-000,1
RJ,Maricá,3302700,Manoel Ribeiro,24927-200,24927-750,10
RJ,Maricá,3302700,Marquês de Maricá,24904-400,24904-630,27
RJ,Maricá,3302700,Morada das Águias,24937-400,24937-815,25
RJ,Maricá,3302700,Mumbuca,24913-700,24914-050,44
RJ,Maricá,3302700,Parque Nanci,24914-100,24914-230,28
RJ,Maricá,3302700,Pilar,24909-300,24909-345,10
RJ,Maricá,3302700,Pindobal,24919-000,24919-815,82
RJ,Maricá,3302700,Pindobas,24910-600,24910-880,29
RJ,Maricá,3302700,Ponta Grossa,24914-300,24914-440,31
RJ,Maricá,3302700,Ponta Negra,24922-000,24923-230,127
RJ,Maricá,3302700,Praia de Itaipuaçu,24936-700,24936-857,35
RJ,Maricá,3302700,Recanto de Itaipuaçu,24937-000,24937-350,52
RJ,Maricá,3302700,Restinga de Maricá,24915-000,24915-005,2
RJ,Maricá,3302700,Retiro,24911-600,24911-850,5
RJ,Maricá,3302700,Rincão Mimoso,24938-050,24938-340,17
RJ,Maricá,3302700,Santa Paula,24944-430,24944-858,49
RJ,Maricá,3302700,São José do Imbassaí,24930-000,24931-970,314
RJ,Maricá,3302700,Silvado,24906-000,24906-030,4
RJ,Maricá,3302700,Spar,24944-200,24944-390,29
RJ,Maricá,3302700,Ubatiba,24908-050,24908-845,51
RJ,Maricá,3302700,Vale da Figueira,24926-200,24926-800,41
RJ,Maricá,3302700,Zacarias,24915-100,24915-160,8
RJ,Mendes,3302809,Centro,26700-959,26700-970,2
RJ,Mesquita,3302858,Alto Uruguai,26554-000,26556-400,38
RJ,Mesquita,3302858,Área Rural de Mesquita,26599-899,26599-899,1
RJ,Mesquita,3302858,Banco de Areia,26560-540,26574-780,85
RJ,Mesquita,3302858,BNH,26574-390,26574-751,40
RJ,Mesquita,3302858,Centro,26551-150,26554-520,65
RJ,Mesquita,3302858,Chatuba,26585-000,26587-855,181
RJ,Mesquita,3302858,Coréia,26553-400,26557-690,43
RJ,Mesquita,3302858,Cosmorama,26582-000,26582-700,76
RJ,Mesquita,3302858,Cruzeiro do Sul,26550-060,26551-510,38
RJ,Mesquita,3302858,Edson Passos,26553-450,26587-840,52
RJ,Mesquita,3302858,Industrial,26575-000,26575-000,1
RJ,Mesquita,3302858,Jacutinga,26560-490,26574-750,89
RJ,Mesquita,3302858,Juscelino,26550-007,26557-720,60
RJ,Mesquita,3302858,Rocha Sobrinho,26572-000,26572-520,40
RJ,Mesquita,3302858,Santa Terezinha,26554-010,26585-761,69
RJ,Mesquita,3302858,Santo Elias,26550-710,26562-440,60
RJ,Mesquita,3302858,Vila Emil,26551-120,26582-440,84
RJ,Mesquita,3302858,Vila Norma,26572-010,26572-540,21
RJ,Miguel Pereira,3302908,Centro,26900-959,26920-970,5
RJ,Miguel Pereira,3302908,Governador Portela,26910-959,26910-970,2
RJ,Miguel Pereira,3302908,Vera Cruz,26900-972,26900-972,1
RJ,Miracema,3303005,Centro,28460-959,28466-970,4
RJ,Natividade,3303104,Centro,28380-959,28388-970,4
RJ,Nilópolis,3303203,Área Rural de Nilópolis,26549-899,26549-899,1
RJ,Nilópolis,3303203,Cabral,26510-048,26530-025,112
RJ,Nilópolis,3303203,Cabuis,26540-005,26545-790,85
RJ,Nilópolis,3303203,Centro,26510-000,26545-210,480
RJ,Nilópolis,3303203,Chatuba,26520-630,26521-450,4
RJ,Nilópolis,3303203,Nossa Senhora de Fátima,26510-480,26545-590,116
RJ,Nilópolis,3303203,Nova Cidade,26510-035,26535-680,79
RJ,Nilópolis,3303203,Olinda,26510-005,26545-775,135
RJ,Nilópolis,3303203,Paiol de Pólvora,26540-355,26545-785,70
RJ,Niterói,3303302,Área Rural de Niterói,24399-899,24399-899,1
RJ,Niterói,3303302,Atalaia,24315-000,24315-390,18
RJ,Niterói,3303302,Badu,24320-020,24322-310,64
RJ,Niterói,3303302,Baldeador,24140-000,24141-240,49
RJ,Niterói,3303302,Barreto,24110-035,24119-900,130
RJ,Niterói,3303302,Boa Viagem,24210-140,24210-396,12
RJ,Niterói,3303302,Camboinhas,24346-020,24358-750,59
RJ,Niterói,3303302,Cantagalo,24310-500,24310-650,27
RJ,Niterói,3303302,Caramujo,24140-216,24141-320,69
RJ,Niterói,3303302,Centro,24003-900,24210-030,240
RJ,Niterói,3303302,Charitas,24360-025,24370-700,52
RJ,Niterói,3303302,Cubango,24120-043,24240-580,30
RJ,Niterói,3303302,Engenho do Mato,24342-404,24346-043,88
RJ,Niterói,3303302,Engenhoca,24110-007,24111-220,105
RJ,Niterói,3303302,Fátima,24060-036,24070-205,25
RJ,Niterói,3303302,Figueira,24120-510,24141-310,8
RJ,Niterói,3303302,Fonseca,24110-491,24130-821,316
RJ,Niterói,3303302,Gragoatá,24210-210,24210-385,9
RJ,Niterói,3303302,Icaraí,24220-000,24230-970,174
RJ,Niterói,3303302,Ilha da Conceição,24050-010,24050-350,45
RJ,Niterói,3303302,Ingá,24210-035,24219-900,43
RJ,Niterói,3303302,Itacoatiara,24348-000,24348-360,34
RJ,Niterói,3303302,Itaipu,24340-000,24358-050,176
RJ,Niterói,3303302,Ititioca,24315-030,24315-320,9
RJ,Niterói,3303302,Jacaré,24350-150,24350-201,7
RJ,Niterói,3303302,Jardim Imbuí,24358-320,24358-470,14
RJ,Niterói,3303302,Jurujuba,24358-165,24370-460,89
RJ,Niterói,3303302,Largo da Batalha,24310-000,24315-420,54
RJ,Niterói,3303302,Largo do Barradas,24110-000,24110-160,34
RJ,Niterói,3303302,Maceió,24310-020,24310-330,33
RJ,Niterói,3303302,Maralegre,24350-645,24350-645,1
RJ,Niterói,3303302,Maravista,24340-030,24344-587,69
RJ,Niterói,3303302,Marazul,24358-420,24358-570,14
RJ,Niterói,3303302,Maria Paula,24320-260,24330-030,44
RJ,Niterói,3303302,Mata Paca,24320-470,24325-310,33
RJ,Niterói,3303302,Muriqui,24322-440,24322-535,6
RJ,Niterói,3303302,Pe Pequeno,24240-035,24240-170,12
RJ,Niterói,3303302,Pendotiba,24310-060,24370-315,18
RJ,Niterói,3303302,Piratininga,24310-370,24358-760,259
RJ,Niterói,3303302,Ponta DAreia,24040-000,24049-900,47
RJ,Niterói,3303302,Rio do Ouro,24330-000,24330-440,17
RJ,Niterói,3303302,Santa Bárbara,24140-385,24141-600,31
RJ,Niterói,3303302,Santa Rosa,24220-060,24241-970,129
RJ,Niterói,3303302,Santana,24110-002,24110-015,8
RJ,Niterói,3303302,Santo Antônio,24355-180,24355-302,10
RJ,Niterói,3303302,São Domingos,24020-150,24210-590,23
RJ,Niterói,3303302,São Francisco,24360-000,24370-001,117
RJ,Niterói,3303302,São Lourenço,24060-000,24060-080,30
RJ,Niterói,3303302,Sapê,24310-490,24325-270,69
RJ,Niterói,3303302,Serra Grande,24340-200,24342-836,72
RJ,Niterói,3303302,Tenente Jardim,24110-700,24110-787,17
RJ,Niterói,3303302,Várzea das Moças,24330-040,24330-450,46
RJ,Niterói,3303302,Venda da Cruz,24110-001,24110-697,11
RJ,Niterói,3303302,Vila Progresso,24320-000,24322-499,41
RJ,Niterói,3303302,Vital Brazil,24230-265,24230-485,8
RJ,Nova Friburgo,3303401,Amparo,28605-530,28635-613,36
RJ,Nova Friburgo,3303401,Aprazível,28625-410,28625-410,1
RJ,Nova Friburgo,3303401,Área Rural de Nova Friburgo,28636-899,28636-899,1
RJ,Nova Friburgo,3303401,Bela Vista,28623-005,28623-310,21
RJ,Nova Friburgo,3303401,Braunes,28610-000,28613-620,54
RJ,Nova Friburgo,3303401,Campo do Coelho,28630-500,28630-971,45
RJ,Nova Friburgo,3303401,Cascatinha,28621-370,28621-702,39
RJ,Nova Friburgo,3303401,Catarcione,28614-090,28614-410,26
RJ,Nova Friburgo,3303401,Centro,28605-000,28630-250,174
RJ,Nova Friburgo,3303401,Chácara Paraíso,28605-230,28605-615,27
RJ,Nova Friburgo,3303401,Cônego,28621-000,28621-680,79
RJ,Nova Friburgo,3303401,Conselheiro Paulino,28630-315,28635-700,155
RJ,Nova Friburgo,3303401,Cordoeira,28611-320,28614-020,25
RJ,Nova Friburgo,3303401,Córrego DAntas,28630-220,28630-325,27
RJ,Nova Friburgo,3303401,Debossan,28615-340,28615-700,24
RJ,Nova Friburgo,3303401,Duas Pedras,28630-080,28635-004,23
RJ,Nova Friburgo,3303401,Fazenda Bela Vista,28617-000,28617-090,12
RJ,Nova Friburgo,3303401,Granja Spinelli,28625-805,28625-840,8
RJ,Nova Friburgo,3303401,Jardim Califórnia,28633-385,28633-800,33
RJ,Nova Friburgo,3303401,Jardim Ouro Preto,28633-000,28633-233,20
RJ,Nova Friburgo,3303401,Jardinlândia,28633-240,28633-300,9
RJ,Nova Friburgo,3303401,Lagoinha,28625-420,28625-600,8
RJ,Nova Friburgo,3303401,Loteamento Floresta,28634-000,28634-000,1
RJ,Nova Friburgo,3303401,Loteamento Nosso Sonho,28623-620,28623-670,6
RJ,Nova Friburgo,3303401,Loteamento Santa Teresinha,28634-010,28634-040,3
RJ,Nova Friburgo,3303401,Loteamento São João,28605-240,28605-260,3
